elapsed_s	realdisk_mb	tmpfs_mb	rss_mb
338.271906511	68106.9	0	15351.3
345.807193592	68028.6	0	10245.4
352.639804241	67955.3	0	11237.8
358.888861857	67865.9	0	11654.7
364.886662601	67799.5	0	11197.7
370.615405298	67767.0	0	10014.3
375.709632779	67036.5	0	17954.0
380.787532786	66729.8	0	16174.6
385.846346740	66638.6	0	11115.3
390.927090342	66650.3	0	10403.9
395.676833743	66658.3	0	10403.9
400.708025380	66667.3	0	10403.9
405.607767215	66678.4	0	10215.0
410.571135236	66660.3	0	12707.6
415.461432726	66625.0	0	10567.1
419.550628578	66625.3	0	10567.2
423.544646996	66630.4	0	10567.2
427.569009701	66637.1	0	10567.2
431.594469465	66649.5	0	10584.6
435.599703256	66650.9	0	10584.6
439.706424921	66652.2	0	10584.6
443.882341435	66653.4	0	10584.6
448.686196166	66654.8	0	10584.6
453.716067561	66661.9	0	10584.6
458.603769040	66669.8	0	10584.6
463.629969336	66677.7	0	10450.9
468.660793846	66694.0	0	10450.9
473.762157118	66701.2	0	10450.9
478.769047654	66705.0	0	12964.0
483.219477198	66704.9	0	10250.3
487.848930541	66705.1	0	10250.3
492.500565558	66705.1	0	10250.3
497.155773187	66705.1	0	10250.3
501.707914779	66705.7	0	10250.3
506.276053169	66707.1	0	10250.3
510.876401019	66708.5	0	10250.3
515.422929039	66710.0	0	10250.3
520.084812990	66677.8	0	10782.8
524.776127804	66678.3	0	10685.7
529.531488844	66679.1	0	10249.9
533.991561182	66682.5	0	10249.9
538.430217055	66684.2	0	10249.9
542.949950715	66652.2	0	10681.7
547.426754967	66641.9	0	10251.9
551.701879303	66642.8	0	10251.9
556.026184889	66620.8	0	10644.5
560.234945383	66609.0	0	10251.9
564.256698951	66602.8	0	15273.0
568.125089207	66585.0	0	10341.6
571.691977304	66556.8	0	10602.4
574.960816020	66538.5	0	13552.6
578.158450935	66520.2	0	10578.4
581.096294419	66499.2	0	10341.7
583.862879729	66479.7	0	13179.6
586.346591331	66461.8	0	10251.9
588.606150122	66453.0	0	10341.5
590.522656603	66444.0	0	10389.0
592.170280610	66415.4	0	16356.1
593.887550638	66417.1	0	13419.8
595.533318036	66417.9	0	10814.7
597.151915153	66417.9	0	10104.5
598.441430746	66059.5	0	2722.2
599.717264841	66188.0	0	2728.0
600.867263106	57469.9	0	411.5
602.015816194	47145.9	0	411.5
603.165002236	37796.6	0	411.5
604.312137250	26909.5	0	411.5
605.465608333	16300.0	0	411.5
606.616136592	5709.8	0	411.5
