elapsed_s	realdisk_mb	tmpfs_mb	rss_mb
.133244182	0	1.6	4.3
1.280870136	0	95.7	4.3
2.429518506	0	192.7	4.3
3.587510305	0	289.5	4.3
4.737411674	0	385.4	4.3
5.881717408	0	479.3	4.3
7.022683228	0	567.8	4.3
8.173509436	0	661.8	4.3
9.322503439	0	757.3	4.3
10.473261341	0	789.1	4.3
11.624687083	0	789.1	4.3
12.775486802	0	789.3	4.3
13.938496480	0	789.3	4.3
15.094349645	0	789.3	4.3
16.260419515	0	789.3	4.3
17.411438406	0	789.3	4.3
18.558073580	0	789.3	4.3
19.714953843	0	789.3	4.3
20.865979078	0	789.3	4.3
22.023338552	0	789.3	4.3
23.176456723	0	789.3	4.3
24.336332020	0	789.3	4.3
25.501054775	0	789.3	4.3
26.661042576	0	789.3	4.3
27.819802446	0	789.3	4.3
28.982318141	0	789.3	4.3
30.134871145	0	789.3	4.3
31.281168154	0	789.3	4.3
32.425937928	0	789.3	4.3
33.568558345	0	789.3	4.3
34.728164109	0	789.3	4.3
35.891246321	0	789.3	4.3
37.057491406	0	950.5	4.3
38.221055671	0	1045.6	4.3
39.383556521	0	1138.6	4.3
40.545239750	0	1230.7	4.3
41.708329485	0	1322.8	4.3
42.877076381	0	1414.2	4.3
44.048796286	0	1506.3	4.3
45.219350934	0	1597.9	4.3
46.384085358	0	1701.4	4.3
47.542404097	0	1701.4	4.3
48.695293510	0	1701.4	4.3
49.832725371	0	1701.4	4.3
50.978637365	0	1701.7	4.3
52.134992541	0	1701.7	4.3
53.278324546	0	1701.7	4.3
54.435462243	0	1701.7	4.3
55.585811128	0	1701.7	4.3
56.740540949	0	1701.7	4.3
57.885932756	0	1701.7	4.3
59.038421265	0	1701.7	4.3
60.189770130	0	1701.7	4.3
61.349191728	0	1701.7	4.3
62.497833183	0	1701.7	4.3
63.655478149	0	1701.7	4.3
64.815528812	0	1701.7	4.3
65.970854857	0	1701.7	4.3
67.127347973	0	1701.7	4.3
68.282773635	0	1701.7	4.3
69.442183267	0	1701.7	4.3
70.583285113	0	1701.7	4.3
71.744843854	0	1701.7	4.3
72.897805648	0	1701.7	4.3
74.058148580	0	1701.7	4.3
75.202648778	0	1701.7	4.3
76.364829815	0	1701.7	4.3
80.313772158	0	1829.7	5.5
89.752889614	0	3637.0	774.6
99.137304415	0	8734.7	398.2
108.550625182	0	10771.8	415.6
118.027196209	0	9729.6	428.2
127.474982784	0	8319.5	869.6
136.739213776	0	16145.2	440.0
146.123401433	0	16661.9	446.9
155.371952211	0	15430.0	448.3
164.711620585	0	14802.8	930.2
174.263223292	0	21734.0	449.4
183.840382775	0	20192.8	7224.8
193.103820859	0	8063.9	10258.2
202.275720052	0	5210.3	10882.5
211.168084659	0	4437.3	11084.9
220.352188785	0	4419.4	11085.5
229.656467929	0	4443.9	10930.0
238.847212492	0	4455.6	10930.0
248.121801989	0	4462.9	10930.1
257.364497558	0	4480.4	10930.1
265.553959853	0	4506.9	10689.1
273.881955871	0	4523.2	10707.5
282.187273506	0	4523.2	10707.5
290.502565271	0	4523.2	10707.5
298.768372130	0	4523.2	10707.5
307.121149464	0	4523.2	10707.5
315.779157801	0	4532.4	10492.0
324.454665743	0	4422.5	10073.5
333.259485565	0	4418.2	14824.5
341.971019853	0	4332.6	10145.4
351.137651824	0	4338.3	10148.9
359.332569481	0	4280.7	10344.4
368.331563335	0	4269.7	10153.4
376.417744625	0	4155.5	10493.5
384.677364678	0	4151.2	13905.0
392.648321962	0	4075.9	10218.1
400.733335444	0	4013.7	10230.1
408.646326911	0	3934.2	10153.3
416.166176469	0	3863.7	10256.4
423.263072865	0	3792.7	14389.1
429.981672378	0	3712.3	11202.7
435.983255102	0	3637.7	16581.8
441.634492130	0	3603.5	10261.7
447.050102806	0	3083.9	12285.6
452.321623765	0	2669.5	16805.3
457.540372696	0	2481.5	11364.3
462.425343266	0	2456.8	11125.8
467.288997144	0	2467.9	10410.1
472.164160833	0	2476.7	10410.1
477.063958714	0	2485.5	10410.1
481.954914248	0	2495.8	10254.5
486.935043274	0	2456.7	10571.7
491.788539616	0	2440.2	10571.7
495.942062425	0	2442.0	10571.8
500.052369766	0	2448.5	10571.8
504.107455033	0	2455.2	10595.1
508.264066273	0	2465.1	10595.1
512.359536840	0	2466.4	10595.1
516.467385973	0	2467.6	10595.1
520.505058282	0	2468.9	10595.1
524.572977063	0	2470.8	10595.1
528.705177833	0	2477.5	10595.1
532.819081489	0	2483.7	10595.1
537.002130611	0	2490.5	10595.1
541.455971862	0	2505.5	10447.0
545.570707185	0	2512.6	10447.0
549.727336504	0	2518.2	10447.0
554.778591198	0	2538.5	10354.9
559.775628597	0	2520.4	10257.7
564.595815635	0	2520.4	10257.7
569.302811096	0	2520.4	10257.7
574.276781726	0	2520.4	10257.7
579.091574474	0	2521.5	10257.7
583.724886350	0	2522.9	10257.7
588.459941461	0	2524.4	10257.7
593.244946053	0	2515.3	10934.4
598.119993024	0	2493.5	10693.2
602.996411312	0	2494.3	10693.5
607.640979498	0	2497.0	10257.7
612.181110403	0	2498.6	10257.7
616.807843460	0	2487.8	11063.4
621.383537345	0	2456.0	10261.4
625.988370591	0	2457.4	10261.4
630.503691079	0	2449.9	12738.6
634.448085935	0	2428.1	13480.6
638.484913385	0	2419.3	10262.1
642.592444726	0	2411.0	15357.2
646.328777477	0	2385.8	15047.6
649.824316184	0	2361.8	10351.6
653.176661980	0	2344.8	10306.7
656.335145818	0	2322.9	11973.3
659.290839864	0	2309.7	10744.5
661.963244446	0	2288.0	13287.8
664.428147792	0	2273.4	13127.0
666.585162441	0	2264.4	13709.0
668.480772940	0	2258.1	12704.1
670.122643411	0	2230.9	16667.0
671.765179419	0	2232.5	13193.5
673.432060805	0	2233.1	10824.9
675.118464046	0	2233.1	10351.4
676.414934974	0	1874.7	2762.7
677.712793717	0	2004.1	2768.8
