"Kernel Name","forward_sweep_warp(const unsigned char *, const long *, const unsigned char *, const unsigned char *, const long *, int, const wave_seed *, int *, int *, int *, int *, unsigned long long *, int *, unsigned char *, const short *, const short *, int)",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Divergent Branches","Address Space","Access Operation","Access Size","L1 Tag Requests Global","L1 Conflicts Shared N-Way","L1 Wavefronts Shared Excessive","L1 Wavefronts Shared","L1 Wavefronts Shared Ideal","L2 Theoretical Sectors Global Excessive","L2 Theoretical Sectors Global","L2 Theoretical Sectors Global Ideal","L2 Explicit Evict Policies","L2 Explicit Hit Policy Evict First","L2 Explicit Hit Policy Evict Last","L2 Explicit Hit Policy Evict Normal","L2 Explicit Hit Policy Evict Normal Demote","L2 Explicit Miss Policy Evict First","L2 Explicit Miss Policy Evict Normal","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_imc","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_imc (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x7efd872609c0","      IMAD.MOV.U32 R40, RZ, RZ, R24 ","2","0","2","517976","16575232","16575232","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd872609d0","      IMAD.MOV.U32 R41, RZ, RZ, R25 ","1","0","1","517976","16575232","16575232","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd872609e0","      IMAD.MOV.U32 R38, RZ, RZ, R26 ","1","0","1","517976","16575232","16575232","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd872609f0","      IMAD.MOV.U32 R39, RZ, RZ, R27 ","4","0","4","517976","16575232","16575232","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260a00","      IMAD.MOV.U32 R36, RZ, RZ, R22 ","2","0","2","517976","16575232","16575232","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260a10","      IMAD.MOV.U32 R37, RZ, RZ, R23 ","7","1","7","517976","16575232","16575232","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260a20","      LDS.128 R12, [RZ] ","2014","333","2014","701677915","22453693280","22453693280","32","32","0","Shared","Load","128","0","2","0","1403355830","1403355830","0","0","0","-","0","0","0","0","0","0","0","769","86","0","0","0","0","0","0","3","0","1037","119","0","0","0","0","0","0","152","4","0","0","0","0","0","0","0","0","177","0","0","0","0","0","0"
"0x7efd87260a30","      IMAD.MOV.U32 R34, RZ, RZ, R18 ","346","5","346","701677915","22453693280","22453693280","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","52","0","0","0","0","10","0","0","0","51","11","222","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0"
"0x7efd87260a40","      IMAD.MOV.U32 R35, RZ, RZ, R43 ","835","18","835","701677915","22453693280","22453693280","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","67","0","0","0","0","67","0","0","0","12","92","282","0","0","0","315","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","15"
"0x7efd87260a50","      IMAD.MOV.U32 R32, RZ, RZ, R7 ","717","18","717","701677915","22453693280","22453693280","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","18","0","0","0","0","36","0","0","0","0","64","255","0","0","0","344","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","13"
"0x7efd87260a60","      IMAD.MOV.U32 R33, RZ, RZ, R16 ","622","15","622","701677915","22453693280","22453693280","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","10","0","0","0","0","32","0","0","0","2","54","246","0","0","0","278","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","14"
"0x7efd87260a70","      IMAD.MOV.U32 R30, RZ, RZ, R8 ","643","11","643","701677915","22453693280","22453693280","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","8","0","0","0","0","27","0","0","0","0","83","254","0","0","0","271","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","9"
"0x7efd87260a80","      IMAD.MOV.U32 R31, RZ, RZ, R19 ","666","13","666","701677915","22453693280","22453693280","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","13","0","0","0","0","42","0","0","0","1","81","272","0","0","0","257","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","12"
"0x7efd87260a90","      IADD3 R17, R13, 0x1, RZ ","7329","653","7329","701677915","22453693280","22453693280","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","453","0","0","0","0","1015","0","0","0","1","1316","267","4277","0","0","0","0","0","17","0","0","0","0","179","0","0","0","0","0","0","457","0","0","0"
"0x7efd87260aa0","      IADD3 R13, R17, 0x1, -R12 ","3588","319","3588","701677915","22453693280","22453693280","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","391","0","0","0","0","841","0","0","0","0","1063","288","0","0","0","1005","0","0","16","0","0","0","0","175","0","0","0","0","0","0","0","0","0","128"
"0x7efd87260ab0","      ISETP.GT.AND P0, PT, R13, 0x7ff, PT ","3379","341","3379","701677915","22453693280","22453693280","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","363","0","0","0","0","790","0","0","0","0","1062","256","0","0","0","908","0","0","29","0","0","0","0","178","0","0","0","0","0","0","0","0","0","134"
"0x7efd87260ac0","@P0   BRA 0x7efd87261cd0 ","4780","630","4780","701677915","22453693280","0","32","0","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","202","0","0","0","0","0","0","0","0","0","469","268","0","0","0","3841","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","626"
"0x7efd87260ad0","      LDS R7, [0x30] ","1652","148","1652","701677915","22453693280","22453693280","32","32","0","Shared","Load","32","0","1","0","701677915","701677915","0","0","0","-","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","7","0","0","130","282","0","0","0","1222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","148"
"0x7efd87260ae0","      IADD3 R13, R2, -0x1, R12 ","308","0","308","701677915","22453693280","22453693280","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","48","0","0","0","0","0","0","0","0","0","0","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260af0","      BSSY B2, 0x7efd87261330 ","292","0","292","701677915","22453693280","22453693280","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","0","0","0","233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260b00","      ISETP.GT.AND P0, PT, R13, R17, PT ","1233","53","1233","701677915","22453693280","22453693280","32","32","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","21","0","0","0","0","171","0","0","0","0","170","266","0","0","0","605","0","0","2","0","0","0","0","34","0","0","0","0","0","0","0","0","0","17"
"0x7efd87260b10","@P0   BRA 0x7efd87261320 ","4758","497","4758","701677915","22453693280","6554619267","32","9","482815191","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","223","0","0","0","0","0","0","0","0","0","624","267","0","0","0","3644","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","494"
"0x7efd87260b20","      LDS R8, [0x10] ","2546","285","2546","701677915","15899074013","15899074013","22","22","0","Shared","Load","32","0","1","0","701677915","701677915","0","0","0","-","0","0","0","0","0","0","0","594","91","0","0","0","0","0","0","6","0","308","133","254","0","0","0","1160","0","92","2","0","0","0","0","0","0","0","0","39","0","0","0","0","0","152"
"0x7efd87260b30","      IADD3 R45, R13, -0x1, RZ ","9986","1327","9986","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","389","217","0","0","0","972","471","0","0","0","582","358","271","6398","0","0","328","0","57","13","0","0","0","169","82","0","0","0","96","0","0","898","0","0","12"
"0x7efd87260b40","      IMAD.MOV.U32 R53, RZ, RZ, -0x1 ","421","0","421","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","68","0","0","0","0","2","0","0","0","1","0","350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260b50","      ISETP.GE.AND P0, PT, R8, R13, PT ","509","2","509","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","132","0","0","0","0","5","0","0","0","5","5","362","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260b60","      ISETP.GE.AND P2, PT, R8, R45, PT ","1394","65","1394","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","189","0","0","0","0","142","0","0","0","1","221","396","0","0","0","445","0","0","1","0","0","0","0","23","0","0","0","0","0","0","0","0","0","41"
"0x7efd87260b70","      IMAD.IADD R45, R45, 0x1, -R14 ","408","0","408","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","11","0","0","0","0","1","0","0","0","0","0","396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260b80","      ISETP.GT.OR P0, PT, R15, R13, !P0 ","455","1","455","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","33","0","0","0","0","2","0","0","0","3","1","416","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260b90","      ISETP.GE.OR P2, PT, R15, R13, !P2 ","1337","64","1337","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","190","0","0","0","0","135","0","0","0","0","182","414","0","0","0","416","0","0","3","0","0","0","0","21","0","0","0","0","0","0","0","0","0","40"
"0x7efd87260ba0","      IMAD.WIDE R50, R45, 0x4, R40 ","504","0","504","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","80","0","0","0","0","2","0","0","0","1","0","421","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260bb0","      ISETP.GT.AND P1, PT, R8, R13, PT ","491","3","491","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","81","0","0","0","0","3","0","0","0","0","0","407","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260bc0","      IADD3 R16, R13, 0x1, RZ ","9237","1082","9237","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1925","0","0","0","0","2799","0","0","0","0","3454","409","0","0","0","650","0","0","248","0","0","0","0","792","0","0","0","0","0","0","0","0","0","42"
"0x7efd87260bd0","      ISETP.LE.AND P1, PT, R15, R16, P1 ","5219","600","5219","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","563","0","0","0","0","1190","0","0","0","0","1576","408","0","0","0","1482","0","0","32","0","0","0","0","292","0","0","0","0","0","0","0","0","0","276"
"0x7efd87260be0","      IMAD.MOV.U32 R16, RZ, RZ, -0x1 ","403","0","403","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","368","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260bf0","@!P2  LDG.E R53, [R50.64] ","3077","124","3077","960119048","19713086505","18309730675","20","19","0","Global","Load","32","459485754","0","0","0","0","239577649","2920022326","2680444677","","0","0","0","0","0","0","0","0","241","0","0","16","0","0","0","12","0","0","972","396","0","0","0","1440","0","0","1","0","0","4","0","0","0","6","0","0","0","0","0","0","0","113"
"0x7efd87260c00","@!P0  LDG.E R16, [R50.64+0x4] ","2195","160","2195","960119048","19713086505","18309730675","20","19","0","Global","Load","32","391692603","0","0","0","0","224054380","2867548530","2643494150","","0","0","0","0","0","0","0","0","128","0","0","27","0","0","0","17","0","0","232","420","0","0","0","1371","0","0","7","0","0","6","0","0","0","6","0","0","0","0","0","0","0","141"
"0x7efd87260c10","      IADD3 R47, -R14, 0x1, R13 ","415","0","415","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","394","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260c20","      IMAD.MOV.U32 R52, RZ, RZ, -0x1 ","445","0","445","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0","0","0","0","361","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260c30","@P1   IMAD.WIDE R18, R47, 0x4, R40 ","3084","91","3084","960119048","19713086505","18309730675","20","19","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","147","0","0","0","0","394","0","0","0","0","797","402","0","0","0","1344","0","0","5","0","0","0","0","20","0","0","0","0","0","0","0","0","0","66"
"0x7efd87260c40","      BSSY B1, 0x7efd87260f20 ","437","0","437","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","56","0","0","0","0","0","0","0","0","0","0","381","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260c50","      IMAD.WIDE R42, R47, 0x8, R38 ","2260","64","2260","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","462","0","0","0","0","215","0","0","0","0","235","393","0","0","0","955","0","0","8","0","0","0","0","3","0","0","0","0","0","0","0","0","0","53"
"0x7efd87260c60","@P1   LDG.E R52, [R18.64] ","993","3","993","960119048","19713086505","18309730675","20","19","0","Global","Load","32","1024079978","0","0","0","0","144968352","2762916832","2617948480","","0","0","0","0","0","0","0","0","597","0","0","2","0","0","0","10","0","0","6","378","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"0x7efd87260c70","      IMAD.MOV.U32 R48, RZ, RZ, -0x1 ","2036","51","2036","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","309","0","0","0","0","221","0","0","0","0","180","399","0","0","0","927","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47"
"0x7efd87260c80","      IMAD.MOV.U32 R49, RZ, RZ, 0xfffffff ","1532","6","1532","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","51","0","0","0","0","65","0","0","0","0","113","386","0","0","0","917","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4"
"0x7efd87260c90","      IMAD.WIDE R18, R47, 0x4, R36 ","3951","187","3951","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","278","0","0","0","1110","558","0","0","0","0","1131","402","0","0","0","472","0","0","6","0","0","0","160","20","0","0","0","0","0","0","0","0","0","1"
"0x7efd87260ca0","      IMAD.WIDE R46, R45, 0x8, R38 ","4320","193","4320","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","800","0","0","0","0","617","0","0","0","0","1078","369","0","0","0","1456","0","0","11","0","0","0","0","29","0","0","0","0","0","0","0","0","0","153"
"0x7efd87260cb0","      IMAD.WIDE R44, R45, 0x4, R36 ","4544","160","4544","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","692","0","0","0","0","611","0","0","0","0","1054","402","0","0","0","1785","0","0","8","0","0","0","0","20","0","0","0","0","0","0","0","0","0","132"
"0x7efd87260cc0","      ISETP.GE.AND P4, PT, R16, R53, PT ","1390","80","1390","960119048","19713086505","19713086505","20","20","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","451","0","0","0","463","48","0","0","0","0","58","370","0","0","0","0","0","0","3","0","0","0","67","10","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260cd0","@!P4  BRA 0x7efd87260e20 ","8520","824","8520","960119048","19713086505","9503306303","20","9","875718341","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","397","0","0","0","0","0","0","0","0","0","1098","379","0","0","0","6646","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","821"
"0x7efd87260ce0","      ISETP.GE.AND P2, PT, R16, R52, PT ","5857","673","5857","875761204","10209780202","10209780202","11","11","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","1276","170","0","0","0","586","358","0","0","0","909","287","401","0","0","0","1870","0","166","13","0","0","0","96","55","0","0","0","126","0","0","0","0","0","217"
"0x7efd87260cf0","@!P2  BRA 0x7efd87260d90 ","7364","786","7364","875761204","10209780202","7515155161","11","8","805920018","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","381","0","0","0","0","0","0","0","0","0","1101","405","0","0","0","5477","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","781"
"0x7efd87260d00","      BSSY B3, 0x7efd87260d40 ","3864","435","3864","875727969","2694625041","2694625041","3","3","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","1128","134","0","0","0","0","0","0","0","0","200","201","388","0","0","0","1813","0","179","5","0","0","0","0","0","0","0","0","25","0","0","0","0","0","226"
"0x7efd87260d10","@P0   BRA 0x7efd87260d30 ","442","1","442","875727969","2694625041","0","3","0","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","56","0","0","0","0","0","0","0","0","5","2","379","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0x7efd87260d20","      LDG.E.64 R48, [R46.64+0x8] ","2409","135","2409","875727969","2694625041","2694625041","3","3","0","Global","Load","64","1304710609","0","0","0","0","1329823969","2424634632","1094810663","","0","0","0","0","0","0","0","0","29","0","0","1","0","0","0","2","0","0","199","399","0","0","0","1779","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135"
"0x7efd87260d30","      BSYNC B3 ","1051","16","1051","875727969","2694625041","2694625041","3","3","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","116","0","0","0","0","0","0","2","0","0","149","366","0","0","0","418","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","15"
"0x7efd87260d40","      IADD3 R52, R16, 0x2, RZ ","6666","856","6666","875727969","2694625041","2694625041","3","3","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","3699","194","0","0","0","0","387","0","0","0","0","288","380","0","0","0","1718","0","622","15","0","0","0","0","85","0","0","0","0","0","0","0","0","0","134"
"0x7efd87260d50","      IMAD.MOV.U32 R46, RZ, RZ, 0x3c ","531","8","531","875727969","2694625041","2694625041","3","3","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","84","0","0","0","41","10","0","0","0","0","29","367","0","0","0","0","0","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260d60","@P0   BRA 0x7efd87260f10 ","492","0","492","875727969","2694625041","0","3","0","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","123","0","0","0","0","0","0","0","0","0","0","369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260d70","      LDG.E R46, [R44.64+0x4] ","2280","99","2280","875727969","2694625041","2694625041","3","3","0","Global","Load","32","906887158","0","0","0","0","1001559000","1887990400","886431400","","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","3","0","0","153","367","0","0","0","1722","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99"
"0x7efd87260d80","      BRA 0x7efd87260f10 ","438","0","438","875727969","2694625041","2694625041","3","3","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","0","0","384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260d90","      BSSY B3, 0x7efd87260dd0 ","5009","506","5009","805953253","7515155161","7515155161","9","9","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","1004","139","0","0","0","0","0","0","0","0","1556","177","408","0","0","0","1725","0","144","14","0","0","0","0","0","0","0","0","247","0","0","0","0","0","101"
"0x7efd87260da0","@!P1  BRA 0x7efd87260dc0 ","523","3","523","805953253","7515155161","0","9","0","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","87","0","0","0","0","0","0","0","0","52","15","369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"0x7efd87260db0","      LDG.E.64 R48, [R42.64] ","2190","107","2190","805953253","7515155161","7515155161","9","9","0","Global","Load","64","1104795330","0","0","0","0","667551011","2867812459","2200261448","","0","0","0","0","0","0","0","0","31","0","0","4","0","0","0","3","0","0","167","298","0","0","0","1687","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","102"
"0x7efd87260dc0","      BSYNC B3 ","1023","6","1023","805953253","7515155161","7515155161","9","9","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","114","0","0","0","0","0","0","1","0","0","141","346","0","0","0","421","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"0x7efd87260dd0","      IADD3 R52, R52, 0x1, RZ ","6147","722","6147","805953253","7515155161","7515155161","9","9","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","3337","170","0","0","0","0","387","0","0","0","0","299","345","0","0","0","1609","0","512","11","0","0","0","0","78","0","0","0","0","0","0","0","0","0","121"
"0x7efd87260de0","      IMAD.MOV.U32 R46, RZ, RZ, 0x3c ","425","0","425","805953253","7515155161","7515155161","9","9","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","65","0","0","0","0","0","0","0","0","0","0","360","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260df0","@!P1  BRA 0x7efd87260f10 ","425","0","425","805953253","7515155161","0","9","0","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260e00","      LDG.E R46, [R18.64] ","2155","84","2155","805953253","7515155161","7515155161","9","9","0","Global","Load","32","822082371","0","0","0","0","437098152","1755505540","1318407388","","0","0","0","0","0","0","0","0","23","0","0","4","0","0","0","4","0","0","151","337","0","0","0","1636","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","83"
"0x7efd87260e10","      BRA 0x7efd87260f10 ","390","0","390","805953253","7515155161","7515155161","9","9","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","340","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7efd87260e20","      ISETP.GE.AND P0, PT, R53, R52, PT ","7050","879","7050","960076185","9503306303","9503306303","9","9","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","1242","184","0","0","0","1365","427","0","0","0","1676","255","353","0","0","0","1548","0","202","16","0","0","0","225","101","0","0","0","261","0","0","0","0","0","74"
"0x7efd87260e30","@!P0  BRA 0x7efd87260ed0 ","7710","788","7710","960076185","9503306303","676901498","9","0","410904377","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","413","0","0","0","0","0","0","0","0","0","1102","360","0","0","0","5835","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","780"
"0x7efd87260e40","      BSSY B3, 0x7efd87260e80 ","3910","482","3910","959922656","8826404805","8826404805","9","9","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","582","96","0","0","0","0","0","0","0","0","767","205","394","0","0","0","1866","0","81","3","0","0","0","0","0","0","0","0","145","0","0","0","0","0","253"
"0x7efd87260e50","@P2   BRA 0x7efd87260e70 ","516","5","516","959922656","8826404805","0","9","0","0","-","-","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","72","0","0","0","0","0","0","0","0","23","5","416","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0"
"0x7efd87260e60","      LDG.E.64 R48, [R46.64] ","2524","121","2524","959922656","8826404805","8826404805","9","9","0","Global","Load","64","1658452711","0","0","0","0","1071576350","3650859964","2579283614","","0","0","0","0","0","0","0","0","34","0","0","3","0","0","0","8","0","0","193","418","0","0","0","1868","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","120"
